bank_to,k_symbol,account_to,account_id,amount,order_id
WX,NULL,10639518,1253,5330.0,31237.0
GH,UVER,13613921,1255,4598.0,31238.0
AB,SIPO,72944313,1256,1178.0,31239.0
ST,NULL,69528400,1256,5450.0,31240.0
IJ,UVER,9768981,1256,1974.0,31241.0
CD,SIPO,16047442,1257,4387.0,31242.0
AB,SIPO,56178200,1258,759.0,31243.0
OP,NULL,77309888,1258,1174.0,31244.0
IJ,SIPO,29708302,1259,724.0,31245.0
MN,NULL,46119725,1259,2108.0,31246.0
EF,POJISTNE,47106474,1259,464.0,31247.0
WX,UVER,87490993,1259,1429.0,31248.0
QR,SIPO,76420205,1260,6594.0,31249.0
CD,SIPO,48037660,1261,9222.0,31250.0
EF,SIPO,16308558,1262,2821.0,31251.0
YZ,SIPO,35251403,1264,6605.0,31252.0
QR,SIPO,2120972,1265,1870.0,31253.0
MN,SIPO,3816020,1266,9291.0,31254.0
GH,SIPO,53632640,1267,2271.0,31255.0
YZ,NULL,92731403,1267,867.0,31256.0
OP,POJISTNE,38344526,1267,21.0,31257.0
QR,NULL,69378167,1267,1672.0,31258.0
ST,SIPO,70287799,1268,2220.0,31259.0
CD,SIPO,70135479,1269,6840.0,31260.0
EF,NULL,78545605,1269,599.0,31261.0
AB,UVER,27904290,1270,2077.3,31262.0
WX,SIPO,88882463,1270,4162.0,31263.0
EF,SIPO,44934696,1271,4128.0,31264.0
IJ,LEASING,75666576,1272,1246.4,31265.0
IJ,SIPO,25406718,1273,3863.0,31266.0
IJ,SIPO,30025339,1275,1903.0,31267.0
OP,SIPO,19942432,1276,3839.0,31268.0
YZ,NULL,87970047,1276,508.0,31269.0
AB,POJISTNE,23086488,1276,169.0,31270.0
OP,SIPO,2533764,1277,3175.0,31271.0
QR,SIPO,61846792,1279,3587.0,31276.0
EF,SIPO,39353507,1280,2491.0,31277.0
AB,UVER,29951918,1284,4375.5,31282.0
YZ,SIPO,21816671,1285,7213.0,31283.0
IJ,SIPO,38014668,1286,8500.0,31284.0
EF,SIPO,52661430,1287,2623.0,31285.0
UV,NULL,28742987,1287,6619.0,31286.0
CD,POJISTNE,8041507,1287,525.0,31287.0
IJ,SIPO,87367409,1288,2948.0,31288.0
OP,SIPO,91892945,1289,6950.0,31289.0
OP,SIPO,71369182,1291,1333.0,31291.0
IJ,SIPO,15883821,1291,335.0,31292.0
MN,SIPO,61391454,1292,1653.0,31293.0
UV,NULL,43192416,1292,1457.0,31294.0
KL,POJISTNE,75588404,1292,221.0,31295.0
MN,SIPO,91569077,1293,3484.0,31296.0
ST,SIPO,59882163,1294,1404.0,31297.0
UV,NULL,31563121,1294,2177.0,31298.0
UV,SIPO,74620097,1295,3282.0,31299.0
GH,SIPO,57227110,1296,1607.0,31300.0
IJ,SIPO,23392784,1297,2878.0,31301.0
UV,NULL,17594236,1297,3311.0,31302.0
MN,SIPO,11863774,1298,5822.0,31303.0
CD,SIPO,17364889,1299,317.0,31304.0
GH,NULL,4791987,1299,2291.0,31305.0
UV,SIPO,38729328,1302,3924.0,31308.0
IJ,SIPO,57378178,1303,3601.0,31309.0
CD,LEASING,84192180,1304,2368.9,31310.0
YZ,SIPO,36806219,1306,5023.0,31311.0
IJ,NULL,20391887,1306,942.0,31312.0
EF,POJISTNE,58231496,1306,1888.0,31313.0
OP,SIPO,88894867,1307,3297.0,31314.0
CD,SIPO,27181756,1308,3206.0,31315.0
AB,LEASING,95435869,1309,2600.0,31316.0
YZ,SIPO,27833730,1309,10199.0,31317.0
UV,SIPO,53567492,1311,9327.0,31318.0
ST,SIPO,56866002,1312,1690.0,31319.0
IJ,SIPO,52970862,1314,6889.0,31320.0
YZ,SIPO,869143,1315,2813.0,31321.0
QR,NULL,62296283,1315,299.0,31322.0
MN,POJISTNE,4333562,1315,3160.0,31323.0
KL,SIPO,70345508,1316,1130.0,31324.0
WX,NULL,87733494,1316,619.0,31325.0
EF,POJISTNE,61034697,1316,233.0,31326.0
YZ,SIPO,54353141,1317,3493.0,31327.0
ST,UVER,77757256,1318,5154.0,31328.0
AB,SIPO,10788429,1318,8677.0,31329.0
AB,NULL,50830727,1318,1762.0,31330.0
MN,POJISTNE,13490295,1318,2015.0,31331.0
AB,NULL,44717049,1318,744.0,31332.0
IJ,SIPO,20581275,1319,6185.0,31333.0
YZ,NULL,35347509,1319,884.0,31334.0
EF,POJISTNE,91518568,1319,1362.0,31335.0
EF,SIPO,72762423,1320,4377.0,31336.0
MN,NULL,96369796,1320,907.0,31337.0
ST,POJISTNE,17258435,1320,149.0,31338.0
KL,NULL,99194561,1320,80.0,31339.0
EF,SIPO,33750575,1321,2683.0,31340.0
CD,LEASING,3041947,1321,636.0,31341.0
ST,SIPO,3167045,1322,1485.0,31342.0
OP,SIPO,6584710,1322,1431.0,31343.0
OP,SIPO,80685257,1323,9720.0,31344.0
ST,SIPO,6513697,1324,2741.0,31345.0
GH,NULL,7442152,1324,680.0,31346.0
QR,SIPO,62716066,1325,362.0,31347.0
UV,NULL,37066787,1325,1766.0,31348.0
YZ,SIPO,57284325,1326,96.0,31349.0
QR,NULL,42594999,1326,786.0,31350.0
ST,POJISTNE,57544726,1326,1207.0,31351.0
QR,NULL,85305046,1326,954.0,31352.0
AB,LEASING,49398750,1328,3249.8,31353.0
UV,UVER,31472492,1329,1960.2,31354.0
QR,SIPO,69419830,1329,3368.0,31355.0
AB,NULL,48227208,1329,5081.0,31356.0
YZ,SIPO,74847352,1331,1096.0,31358.0
EF,NULL,79824220,1331,3320.0,31359.0
MN,SIPO,12752318,1332,4755.0,31360.0
MN,SIPO,53933286,1333,6508.0,31361.0
QR,SIPO,86276912,1335,5367.0,31362.0
MN,NULL,66854125,1335,1044.0,31363.0
CD,SIPO,63792580,1336,9426.0,31364.0
WX,SIPO,46227514,1337,3264.0,31365.0
CD,SIPO,87075221,1338,4545.0,31366.0
OP,NULL,42143994,1338,897.0,31367.0
IJ,POJISTNE,85222345,1338,157.0,31368.0
KL,SIPO,25240075,1340,818.0,31369.0
CD,NULL,67103540,1340,472.0,31370.0
GH,POJISTNE,64112800,1340,1120.0,31371.0
MN,SIPO,57686775,1341,2098.0,31372.0
YZ,LEASING,42622768,1342,1079.0,31373.0
EF,SIPO,75854611,1342,2517.0,31374.0
ST,NULL,45400208,1342,1011.0,31375.0
YZ,POJISTNE,30762762,1342,3665.0,31376.0
ST,SIPO,37129354,1345,3294.0,31380.0
AB,NULL,89492493,1345,848.0,31381.0
WX,SIPO,66261118,1346,1592.0,31382.0
AB,NULL,56407761,1346,475.0,31383.0
ST,SIPO,98295950,1347,2066.0,31384.0
CD,SIPO,53150421,1348,5025.0,31385.0
ST,NULL,8676511,1348,17.0,31386.0
UV,POJISTNE,14109647,1348,492.0,31387.0
QR,SIPO,14006042,1349,2292.0,31388.0
OP,SIPO,96585589,1349,1521.0,31389.0
OP,LEASING,97355442,1350,1079.0,31390.0
MN,SIPO,23763126,1350,6875.0,31391.0
QR,NULL,96030205,1350,3493.0,31392.0
QR,SIPO,55786406,1351,2227.0,31393.0
GH,SIPO,58356165,1352,2976.0,31394.0
WX,NULL,39692401,1352,3445.0,31395.0
EF,POJISTNE,54978299,1352,370.0,31396.0
EF,NULL,98708682,1352,213.0,31397.0
QR,SIPO,64405166,1353,651.0,31398.0
QR,NULL,98736470,1353,6646.0,31399.0
QR,SIPO,24313408,1354,3080.0,31400.0
WX,SIPO,64249014,1355,3606.0,31401.0
EF,SIPO,34856063,1357,2290.0,31402.0
GH,SIPO,97084825,1358,2980.0,31403.0
AB,SIPO,67573106,1361,6195.0,31404.0
QR,SIPO,46678805,1363,5046.0,31405.0
KL,NULL,28982448,1363,1517.0,31406.0
MN,POJISTNE,35128331,1363,82.0,31407.0
OP,NULL,19618755,1363,243.0,31408.0
OP,SIPO,53364294,1365,2314.0,31411.0
GH,SIPO,26513684,1366,4773.0,31412.0
ST,NULL,24074399,1366,310.0,31413.0
UV,POJISTNE,48775595,1366,1.0,31414.0
MN,SIPO,3021765,1367,3872.0,31415.0
ST,NULL,41883254,1367,193.0,31416.0
QR,POJISTNE,58902168,1367,717.0,31417.0
UV,NULL,69351130,1367,431.0,31418.0
CD,SIPO,10035527,1368,4439.0,31419.0
AB,SIPO,25008797,1369,6005.0,31420.0
KL,NULL,43920379,1369,1738.0,31421.0
WX,SIPO,50552004,1370,1852.0,31422.0
QR,SIPO,48874825,1371,3074.0,31423.0
MN,SIPO,6348324,1373,1628.0,31424.0
CD,NULL,9301025,1373,346.0,31425.0
WX,UVER,38325822,1374,8107.3,31426.0
CD,SIPO,90090238,1375,5930.0,31427.0
MN,UVER,47862768,1375,1889.0,31428.0
QR,SIPO,86161052,1376,2731.0,31429.0
QR,SIPO,94826453,1377,2272.0,31430.0
QR,SIPO,81520026,1378,2953.0,31431.0
EF,NULL,29417294,1378,1347.0,31432.0
OP,POJISTNE,12318605,1378,693.0,31433.0
AB,NULL,95008945,1378,881.0,31434.0
AB,SIPO,47752141,1379,6953.0,31435.0
KL,SIPO,34163099,1380,8829.0,31436.0
CD,NULL,91279375,1380,1100.0,31437.0
QR,LEASING,88771873,1380,1200.0,31438.0
ST,SIPO,30807364,1381,2705.0,31439.0
IJ,SIPO,22867429,1382,2059.0,31440.0
GH,SIPO,38012504,1383,2173.0,31441.0
QR,SIPO,75899833,1385,9834.0,31442.0
IJ,UVER,18867123,1389,5227.7,31447.0
WX,SIPO,71177351,1389,6376.0,31448.0
AB,SIPO,35191500,1390,1011.0,31449.0
EF,NULL,43511337,1390,6147.0,31450.0
QR,SIPO,42852616,1391,3053.0,31451.0
EF,SIPO,64765941,1392,3081.0,31452.0
ST,NULL,15265077,1392,4216.0,31453.0
IJ,SIPO,81478815,1393,5254.0,31454.0
YZ,SIPO,28259659,1394,1454.0,31455.0
ST,SIPO,14472324,1394,646.0,31456.0
ST,SIPO,54942530,1395,3432.0,31457.0
AB,SIPO,60094183,1396,14707.0,31458.0
MN,SIPO,51145178,1397,8319.0,31459.0
IJ,SIPO,36796647,1399,5427.0,31460.0
WX,NULL,32165342,1399,13.0,31461.0
YZ,POJISTNE,87596064,1399,29.0,31462.0
KL,NULL,64385211,1399,345.0,31463.0
IJ,SIPO,35891682,1401,2463.0,31468.0
ST,SIPO,2188045,1402,2073.0,31469.0
IJ,NULL,79063850,1402,2221.0,31470.0
IJ,POJISTNE,52195531,1402,471.0,31471.0
EF,NULL,12338292,1402,374.0,31472.0
ST,SIPO,50271129,1403,9120.0,31473.0
IJ,LEASING,6610733,1404,2121.0,31474.0
UV,SIPO,64530676,1404,6306.0,31475.0
CD,NULL,76187407,1404,123.0,31476.0
WX,POJISTNE,45402222,1404,53.0,31477.0
IJ,NULL,96404462,1404,483.0,31478.0
GH,SIPO,27032226,1405,2229.0,31479.0
ST,NULL,63219690,1405,158.0,31480.0
EF,SIPO,24323117,1406,2302.0,31481.0
CD,SIPO,43622702,1406,458.0,31482.0
UV,UVER,51198023,1407,5227.7,31483.0
ST,SIPO,30396717,1407,14882.0,31484.0
KL,SIPO,63791805,1410,3816.0,31487.0
CD,SIPO,50814467,1411,5174.0,31488.0
OP,SIPO,20603227,1412,936.0,31489.0
MN,NULL,65591120,1412,1773.0,31490.0
ST,POJISTNE,86234765,1412,1110.0,31491.0
GH,SIPO,68355953,1413,2016.0,31492.0
AB,NULL,67985760,1413,3477.0,31493.0
ST,POJISTNE,30746954,1413,620.0,31494.0
AB,SIPO,31974488,1414,1920.0,31495.0
MN,NULL,8757979,1414,5397.0,31496.0
YZ,POJISTNE,13936388,1414,1817.0,31497.0
GH,LEASING,1996410,1416,3688.0,31500.0
QR,SIPO,84443246,1417,7394.0,31501.0
OP,SIPO,96634888,1418,6759.0,31502.0
QR,SIPO,61356300,1419,3305.0,31503.0
QR,SIPO,22850889,1420,1794.0,31504.0
UV,SIPO,24991828,1422,2655.0,31505.0
WX,SIPO,64437407,1423,2394.0,31506.0
IJ,NULL,50862812,1423,1213.0,31507.0
YZ,SIPO,45458507,1424,6224.0,31508.0
MN,SIPO,22342765,1425,4069.0,31509.0
GH,SIPO,15124905,1426,2681.0,31510.0
AB,SIPO,54532253,1427,6046.0,31511.0
EF,SIPO,8150911,1429,2166.0,31513.0
CD,UVER,90607785,1430,4127.0,31514.0
CD,LEASING,68369197,1432,3267.2,31515.0
IJ,SIPO,80977028,1432,13590.0,31516.0
QR,SIPO,81822454,1434,3214.0,31518.0
WX,SIPO,87787443,1435,7949.0,31519.0
QR,SIPO,96351390,1436,3104.0,31520.0
ST,SIPO,58229595,1437,1753.0,31521.0
OP,NULL,22823983,1437,314.0,31522.0
AB,POJISTNE,52723318,1437,65.0,31523.0
GH,NULL,27458155,1437,29.0,31524.0
MN,SIPO,79379254,1439,2122.0,31525.0
ST,SIPO,85377597,1440,56.0,31526.0
IJ,NULL,63291668,1440,2020.0,31527.0
IJ,POJISTNE,66044574,1440,56.0,31528.0
IJ,SIPO,27838117,1441,2425.0,31529.0
QR,SIPO,70648139,1442,5950.0,31530.0
UV,SIPO,43636268,1443,7505.0,31531.0
YZ,SIPO,56467163,1444,2024.0,31532.0
YZ,SIPO,18387353,1445,1361.0,31533.0
AB,NULL,68283045,1445,668.0,31534.0
EF,POJISTNE,22041118,1445,1075.0,31535.0
IJ,NULL,82043331,1445,1420.0,31536.0
GH,SIPO,83373719,1446,4877.0,31537.0
YZ,UVER,1155138,1447,2084.7,31538.0
OP,SIPO,54932880,1447,8210.0,31539.0
CD,UVER,82941960,1448,7156.0,31540.0
KL,SIPO,82136630,1449,2820.0,31541.0
UV,NULL,17508918,1449,320.0,31542.0
UV,SIPO,804383,1450,3103.0,31543.0
UV,SIPO,44489443,1451,3734.0,31544.0
OP,LEASING,2968991,1453,1250.8,31545.0
ST,SIPO,62248831,1453,6820.0,31546.0
CD,LEASING,25505447,1456,1250.8,31547.0
ST,SIPO,80573415,1458,3259.0,31553.0
EF,SIPO,28272974,1459,1542.0,31554.0
OP,NULL,25038093,1459,582.0,31555.0
UV,SIPO,8283299,1460,3417.0,31556.0
MN,LEASING,76424008,1461,4217.1,31557.0
EF,SIPO,52034497,1461,8705.0,31558.0
QR,SIPO,31343501,1463,719.0,31560.0
YZ,NULL,71522283,1463,1505.0,31561.0
WX,SIPO,32052809,1465,1904.0,31562.0
CD,NULL,77944719,1465,218.0,31563.0
ST,SIPO,82133537,1466,10056.0,31564.0
QR,SIPO,10475975,1467,6814.0,31565.0
AB,SIPO,25955593,1468,439.0,31566.0
IJ,NULL,53378862,1468,1710.0,31567.0
EF,SIPO,97405832,1469,3574.0,31568.0
AB,SIPO,72926729,1470,4060.0,31569.0
CD,SIPO,85543155,1471,7823.0,31570.0
YZ,NULL,17326855,1471,12.0,31571.0
MN,POJISTNE,59438282,1471,176.0,31572.0
MN,SIPO,39937996,1472,3527.0,31573.0
OP,NULL,3332001,1472,2375.0,31574.0
QR,SIPO,28500956,1473,1984.0,31575.0
IJ,SIPO,16386759,1474,2695.0,31576.0
YZ,SIPO,33632028,1476,3467.0,31577.0
OP,SIPO,39149236,1477,2100.0,31578.0
KL,SIPO,82071739,1478,11931.0,31579.0
QR,SIPO,35573202,1479,2162.0,31580.0
WX,UVER,70736652,1480,3425.2,31581.0
EF,SIPO,82271873,1481,2065.0,31582.0
KL,SIPO,43270033,1482,2687.0,31583.0
KL,NULL,10367054,1482,1766.0,31584.0
GH,POJISTNE,84175443,1482,335.0,31585.0
YZ,SIPO,92452376,1483,1962.0,31586.0
AB,NULL,39453744,1483,2701.0,31587.0
GH,SIPO,82517391,1484,2346.0,31588.0
IJ,SIPO,29707634,1484,794.0,31589.0
MN,SIPO,47115165,1485,336.0,31590.0
EF,NULL,43014037,1485,5949.0,31591.0
OP,LEASING,33874970,1485,1018.0,31592.0
KL,SIPO,50455820,1486,3592.0,31593.0
KL,NULL,1473415,1486,2291.0,31594.0
MN,POJISTNE,12761944,1486,2235.0,31595.0
KL,SIPO,70317125,1487,2204.0,31596.0
WX,SIPO,69482773,1488,5850.0,31597.0
CD,NULL,64393782,1488,230.0,31598.0
CD,LEASING,39819097,1490,1657.7,31601.0
OP,SIPO,94478863,1491,6966.0,31602.0
KL,SIPO,60810822,1492,1546.0,31603.0
EF,SIPO,95543610,1493,2264.0,31604.0
GH,SIPO,85806101,1493,51.0,31605.0
IJ,SIPO,9478509,1495,3059.0,31606.0
MN,NULL,97259157,1495,670.0,31607.0
AB,SIPO,4760909,1496,6931.0,31608.0
GH,NULL,36367225,1496,161.0,31609.0
AB,POJISTNE,44200831,1496,33.0,31610.0
WX,SIPO,59296756,1497,261.0,31611.0
YZ,NULL,74438202,1497,5463.0,31612.0
ST,UVER,26674098,1498,2762.8,31613.0
EF,SIPO,54662084,1499,3666.0,31614.0
GH,SIPO,4727745,1500,4119.0,31615.0
OP,SIPO,40921163,1501,2292.0,31616.0
IJ,SIPO,11066508,1502,7338.0,31617.0
OP,SIPO,11958569,1503,3171.0,31618.0
UV,SIPO,29212069,1504,619.0,31619.0
WX,NULL,69836336,1504,4887.0,31620.0
UV,UVER,28518402,1506,9498.0,31621.0
ST,SIPO,156510,1507,6619.0,31622.0
OP,LEASING,10600459,1508,1657.7,31623.0
UV,SIPO,9055811,1508,8967.0,31624.0
EF,SIPO,43322950,1509,4943.0,31625.0
QR,NULL,20525896,1509,2320.0,31626.0
OP,SIPO,82537191,1510,9985.0,31627.0
OP,LEASING,43543106,1511,1657.7,31628.0
YZ,SIPO,42362171,1512,8822.0,31629.0
AB,SIPO,52238965,1513,1632.0,31630.0
QR,NULL,85800695,1513,3912.0,31631.0
OP,POJISTNE,59476637,1513,1316.0,31632.0
GH,NULL,65290647,1513,689.0,31633.0
ST,SIPO,47490662,1514,1547.0,31634.0
WX,SIPO,89040159,1514,2234.0,31635.0
IJ,SIPO,74637114,1515,1538.0,31636.0
CD,NULL,84623413,1515,774.0,31637.0
QR,POJISTNE,23320967,1515,2907.0,31638.0
YZ,SIPO,87859165,1516,2277.0,31639.0
ST,SIPO,15521866,1517,2601.0,31640.0
UV,SIPO,68640708,1519,3443.0,31641.0
YZ,SIPO,12391865,1520,2943.0,31642.0
GH,SIPO,37432712,1521,3024.0,31643.0
CD,SIPO,15318,1523,1684.0,31644.0
IJ,NULL,13058364,1523,9843.0,31645.0
WX,SIPO,26553452,1524,2705.0,31646.0
QR,SIPO,24106085,1525,1625.0,31647.0
QR,SIPO,69354104,1526,4433.0,31648.0
EF,UVER,27702808,1527,4557.2,31649.0
QR,UVER,58779168,1528,3981.0,31651.0
MN,SIPO,66372424,1529,1059.0,31652.0
YZ,NULL,86592346,1529,1463.0,31653.0
QR,POJISTNE,57476818,1529,77.0,31654.0
WX,SIPO,24157417,1530,3700.0,31655.0
AB,SIPO,67652118,1532,7903.0,31658.0
EF,SIPO,3089267,1534,7451.0,31661.0
ST,NULL,36498439,1534,2155.0,31662.0
UV,SIPO,60955130,1535,2757.0,31663.0
ST,SIPO,11303443,1536,13204.0,31664.0
IJ,SIPO,9744745,1538,10288.0,31665.0
IJ,SIPO,33179605,1540,4540.0,31668.0
UV,NULL,76470201,1540,3057.0,31669.0
UV,LEASING,64628779,1540,1164.0,31670.0
CD,SIPO,9322101,1542,2655.0,31671.0
IJ,SIPO,71562015,1544,9526.0,31672.0
ST,NULL,7747644,1544,189.0,31673.0
KL,SIPO,98522644,1545,2625.0,31674.0
MN,NULL,5408674,1545,1112.0,31675.0
UV,SIPO,49245339,1546,4173.0,31676.0
MN,SIPO,36616581,1548,2106.0,31677.0
OP,SIPO,11773330,1549,4052.0,31678.0
ST,SIPO,90144109,1550,4708.0,31679.0
AB,SIPO,436425,1551,747.0,31680.0
CD,SIPO,74171310,1551,2316.0,31681.0
MN,SIPO,57056182,1552,5263.0,31682.0
WX,LEASING,17611515,1552,1021.0,31683.0
OP,SIPO,93773585,1554,6551.0,31684.0
QR,SIPO,32593053,1555,3263.0,31685.0
QR,SIPO,42585212,1556,1837.0,31686.0
EF,SIPO,82259255,1557,2253.0,31687.0
IJ,SIPO,10707974,1558,1148.0,31688.0
ST,NULL,33069950,1558,2899.0,31689.0
UV,LEASING,65272307,1558,1384.0,31690.0
KL,SIPO,31869977,1559,8004.0,31691.0
YZ,SIPO,49192738,1560,3332.0,31692.0
CD,NULL,89837598,1560,244.0,31693.0
UV,POJISTNE,97033959,1560,437.0,31694.0
OP,LEASING,34151840,1560,1137.0,31695.0
CD,SIPO,91776167,1561,1924.0,31696.0
WX,SIPO,32302445,1561,51.0,31697.0
EF,SIPO,14241010,1562,1933.0,31698.0
AB,SIPO,92115938,1565,610.0,31699.0
AB,NULL,37661731,1565,2095.0,31700.0
OP,POJISTNE,85872715,1565,383.0,31701.0
WX,SIPO,11077720,1566,4375.0,31702.0
WX,NULL,15924412,1566,1164.0,31703.0
YZ,POJISTNE,98447876,1566,1622.0,31704.0
OP,NULL,12450731,1566,948.0,31705.0
UV,SIPO,14090234,1567,480.0,31706.0
CD,NULL,53102117,1567,6000.0,31707.0
EF,POJISTNE,34027445,1567,3455.0,31708.0
WX,SIPO,7532716,1568,4399.0,31709.0
WX,NULL,99360131,1568,49.0,31710.0
YZ,POJISTNE,14241963,1568,1028.0,31711.0
UV,LEASING,54462337,1568,1627.0,31712.0
UV,SIPO,20745683,1570,2865.0,31717.0
AB,SIPO,54680818,1571,7692.0,31718.0
EF,SIPO,46670591,1572,7596.0,31719.0
IJ,SIPO,19240260,1573,3638.0,31720.0
GH,SIPO,16211796,1574,2390.0,31721.0
CD,SIPO,10936338,1575,2998.0,31722.0
WX,SIPO,88001566,1576,11816.0,31723.0
KL,SIPO,69888543,1577,1282.0,31724.0
KL,NULL,58483004,1577,988.0,31725.0
QR,POJISTNE,87333589,1577,290.0,31726.0
UV,SIPO,44909232,1578,1825.0,31727.0
CD,SIPO,79833501,1579,3377.0,31728.0
UV,UVER,11339313,1580,8094.2,31729.0
AB,SIPO,55002999,1581,5758.0,31730.0
CD,SIPO,24857425,1582,1917.0,31731.0
QR,UVER,49376446,1583,8094.2,31732.0
ST,SIPO,97312646,1584,1983.0,31733.0
EF,SIPO,95375972,1586,5504.0,31734.0
KL,SIPO,66344201,1588,2443.0,31735.0
ST,SIPO,5941856,1590,5847.0,31736.0
WX,NULL,79533683,1590,1025.0,31737.0
ST,POJISTNE,99553811,1590,551.0,31738.0
GH,NULL,23429125,1590,127.0,31739.0
AB,SIPO,70031231,1591,7680.0,31740.0
AB,NULL,57081830,1591,26.0,31741.0
AB,POJISTNE,34176314,1591,153.0,31742.0
QR,SIPO,4900444,1592,224.0,31743.0
GH,SIPO,84782951,1592,1613.0,31744.0
MN,SIPO,35590773,1593,2086.0,31745.0
WX,SIPO,15203357,1594,4577.0,31746.0
AB,NULL,37283611,1594,1596.0,31747.0
CD,POJISTNE,79126387,1594,54.0,31748.0
KL,SIPO,29656684,1596,1306.0,31752.0
OP,SIPO,20661324,1596,1997.0,31753.0
GH,SIPO,13610762,1597,2376.0,31754.0
CD,SIPO,36073070,1598,5438.0,31755.0
WX,NULL,12520486,1598,7384.0,31756.0
OP,SIPO,68704247,1599,1337.0,31757.0
WX,NULL,99690108,1599,4004.0,31758.0
YZ,SIPO,78760194,1600,3234.0,31759.0
AB,SIPO,43843287,1601,2694.0,31760.0
GH,SIPO,6762600,1602,2033.0,31761.0
WX,SIPO,92258166,1603,2359.0,31762.0
MN,NULL,3211814,1603,1187.0,31763.0
CD,UVER,6821167,1603,6578.0,31764.0
CD,SIPO,90369587,1604,7088.0,31765.0
EF,SIPO,28789526,1605,3353.0,31766.0
GH,SIPO,89174168,1607,9958.0,31767.0
AB,SIPO,7212549,1608,3425.0,31768.0
KL,SIPO,83359962,1609,2017.0,31769.0
UV,SIPO,10384375,1610,6258.0,31770.0
UV,SIPO,84055351,1611,403.0,31771.0
IJ,NULL,54032,1611,3403.0,31772.0
GH,SIPO,46822315,1613,3628.0,31773.0
CD,SIPO,41090893,1614,5763.0,31774.0
QR,SIPO,27684122,1615,3124.0,31775.0
AB,SIPO,24604940,1616,2642.0,31776.0
AB,SIPO,40236705,1617,1536.0,31777.0
EF,SIPO,1680028,1618,2265.0,31778.0
ST,SIPO,53959548,1619,3220.0,31779.0
ST,SIPO,23482644,1620,1931.0,31780.0
UV,SIPO,69087219,1621,7887.0,31781.0
KL,SIPO,22068381,1622,2357.0,31782.0
IJ,NULL,83712011,1622,1028.0,31783.0
UV,SIPO,2717727,1623,9160.0,31784.0
CD,SIPO,17034912,1624,1017.0,31785.0
GH,SIPO,31993609,1624,1120.0,31786.0
GH,SIPO,44850212,1625,185.0,31787.0
GH,NULL,10578328,1625,1727.0,31788.0
CD,POJISTNE,51059633,1625,679.0,31789.0
EF,NULL,45131552,1625,1522.0,31790.0
AB,SIPO,57004982,1628,2850.0,31791.0
WX,SIPO,6837058,1629,3137.0,31792.0
WX,SIPO,99400460,1630,3595.0,31793.0
ST,SIPO,78712355,1631,2743.0,31794.0
OP,LEASING,65521752,1632,1977.6,31795.0
CD,SIPO,27727192,1633,2145.0,31796.0
EF,SIPO,72468793,1635,5683.0,31797.0
ST,SIPO,93399142,1636,4964.0,31798.0
KL,SIPO,47292917,1637,774.0,31799.0
GH,SIPO,10736680,1637,2569.0,31800.0
AB,UVER,8848363,1638,2676.0,31801.0
QR,SIPO,57185012,1638,9749.0,31802.0
UV,SIPO,42289441,1640,4783.0,31806.0
UV,LEASING,82829361,1641,1977.6,31807.0
ST,SIPO,5037063,1641,7532.0,31808.0
MN,NULL,57866871,1641,1294.0,31809.0
QR,POJISTNE,14463842,1641,423.0,31810.0
UV,SIPO,27920514,1642,3597.0,31811.0
EF,SIPO,89781009,1644,2534.0,31816.0
IJ,NULL,76071583,1644,1022.0,31817.0
GH,POJISTNE,66140669,1644,17.0,31818.0
EF,SIPO,64568751,1645,9078.0,31819.0
ST,SIPO,80997341,1646,6521.0,31820.0
QR,NULL,99677460,1646,1651.0,31821.0
OP,SIPO,55010729,1647,2412.0,31822.0
GH,NULL,78795104,1647,1199.0,31823.0
YZ,POJISTNE,39877331,1647,12.0,31824.0
IJ,SIPO,90931999,1650,3649.0,31825.0
OP,NULL,60317361,1650,9100.0,31826.0
IJ,LEASING,71805852,1651,1581.7,31827.0
WX,SIPO,88888269,1652,3422.0,31828.0
EF,SIPO,37755870,1653,4656.0,31829.0
IJ,SIPO,20809352,1655,4277.0,31830.0
GH,NULL,90691631,1655,3827.0,31831.0
IJ,UVER,73249953,1656,3954.3,31832.0
YZ,SIPO,10182565,1656,12113.0,31833.0
OP,SIPO,7076365,1657,2156.0,31834.0
UV,SIPO,35897404,1658,1950.0,31835.0
AB,NULL,35908234,1658,172.0,31836.0
QR,SIPO,20080882,1659,2806.0,31837.0
OP,LEASING,50701344,1660,2372.6,31838.0
UV,SIPO,28918445,1662,9626.0,31843.0
QR,SIPO,95733749,1663,2220.0,31844.0
IJ,SIPO,38020986,1663,420.0,31845.0
UV,SIPO,6438845,1664,5454.0,31846.0
EF,SIPO,15931928,1665,1578.0,31847.0
AB,SIPO,31104207,1666,2164.0,31848.0
IJ,SIPO,84733837,1668,3275.0,31849.0
UV,SIPO,35302007,1669,5562.0,31850.0
WX,SIPO,84970950,1670,1242.0,31851.0
QR,SIPO,66763526,1670,1312.0,31852.0
AB,SIPO,10778803,1671,2507.0,31853.0
YZ,SIPO,17247677,1671,502.0,31854.0
ST,SIPO,9213483,1672,3898.0,31855.0
AB,SIPO,20515662,1673,2447.0,31856.0
WX,SIPO,74642348,1674,3804.0,31857.0
GH,SIPO,17588830,1675,2125.0,31858.0
IJ,SIPO,52726864,1677,5530.0,31861.0
IJ,SIPO,72718292,1678,2952.0,31862.0
OP,NULL,54732525,1678,1778.0,31863.0
ST,SIPO,49590080,1679,5087.0,31864.0
